path,type,parent_directory,size
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\pyprojecttoml.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config,19304
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\setupcfg.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config,25198
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_apply_pyprojecttoml.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config,13398
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config,1121
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config,293705
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config,113210
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject\error_reporting.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject,11266
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject\extra_validations.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject,1153
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject\fastjsonschema_exceptions.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject,1612
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject\fastjsonschema_validations.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject,269900
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject\formats.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject,8736
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\_validate_pyproject,1038
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\__pycache__\expand.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\__pycache__,28231
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\__pycache__\pyprojecttoml.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\__pycache__,27429
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\__pycache__\setupcfg.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\__pycache__,33013
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\__pycache__\_apply_pyprojecttoml.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\__pycache__,22520
D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\__pycache__\__init__.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\config\__pycache__,2017
D:\PycharmProjects\venv\Lib\site-packages\setuptools\extern\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\extern,2512
D:\PycharmProjects\venv\Lib\site-packages\setuptools\extern\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\extern,4381
D:\PycharmProjects\venv\Lib\site-packages\setuptools\extern\__pycache__\__init__.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\extern\__pycache__,4381
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\archive_util.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,8603
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\bcppcompiler.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,14789
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\ccompiler.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,47369
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\cmd.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,17973
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\config.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,4920
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\core.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,9451
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\cygwinccompiler.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,12537
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\debug.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,139
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\dep_util.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,3423
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\dir_util.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,8082
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\dist.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,50186
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\errors.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,3589
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\extension.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,10270
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\fancy_getopt.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,17910
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\filelist.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,13713
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\file_util.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,8226
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\log.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,1972
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\msvc9compiler.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,30235
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\msvccompiler.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,23602
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\py38compat.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,217
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\py39compat.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,639
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\spawn.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,3517
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\sysconfig.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,18858
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\text_file.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,12096
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\unixccompiler.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,15641
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\util.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,18128
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\version.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,12952
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\versionpredicate.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,5248
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\_collections.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,1330
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\_functools.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,411
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\_macos_compat.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,239
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\_msvccompiler.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,19672
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,537
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,208459
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils,317465
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\bdist.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,5441
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\bdist_dumb.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,4701
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\bdist_rpm.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,22051
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\build.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,5617
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\build_clib.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,7728
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\build_ext.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,31558
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\build_py.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,16568
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\build_scripts.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,5624
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\check.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,4888
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\clean.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,2603
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\config.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,13137
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\install.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,30221
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\install_data.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,2779
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\install_egg_info.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,2785
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\install_headers.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,1189
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\install_lib.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,8434
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\install_scripts.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,1936
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\py37compat.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,672
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\register.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,11765
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\sdist.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,19241
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\upload.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,7477
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\_framework_compat.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,1614
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,430
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command,137786
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\bdist.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,6024
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\build.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,6079
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\build_ext.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,30324
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\build_py.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,17600
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\build_scripts.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,7851
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\install.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,29432
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\install_lib.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,8681
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\install_scripts.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,3146
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\py37compat.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,1527
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\sdist.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,23821
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\_framework_compat.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,2771
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\__init__.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__,530
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\archive_util.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,10645
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\ccompiler.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,46370
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\cmd.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,18884
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\config.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,6033
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\core.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,9977
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\debug.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,310
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\dep_util.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,3977
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\dir_util.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,10352
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\dist.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,55399
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\errors.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,6783
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\extension.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,10164
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\fancy_getopt.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,17228
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\filelist.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,17618
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\file_util.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,10672
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\log.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,3918
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\py39compat.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,978
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\spawn.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,4447
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\sysconfig.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,21974
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\text_file.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,11259
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\util.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,20869
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\_collections.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,2908
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\_functools.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,849
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\_msvccompiler.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,25093
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__\__init__.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_distutils\__pycache__,758
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\ordered_set.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor,15130
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\typing_extensions.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor,87149
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\zipp.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor,8425
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor,0
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor,42846
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor,25123
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor,18932
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\more_itertools,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor,134297
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\packaging,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor,96322
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\pyparsing,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor,346318
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\tomli,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor,26226
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor,21948
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_adapters.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata,1862
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_collections.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata,743
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_compat.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata,1828
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_functools.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata,2895
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_itertools.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata,2068
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_meta.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata,1154
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\_text.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata,2166
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata,30130
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\abc.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources,3886
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\readers.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources,3566
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\simple.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources,2836
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_adapters.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources,4504
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_common.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources,2741
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_compat.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources,2706
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_itertools.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources,884
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\_legacy.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources,3494
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\importlib_resources,506
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\context.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco,5420
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\functools.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco,13512
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco,0
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\text,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco,15517
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco,29867
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\text\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\text,15517
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\text\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\text,26582
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\text\__pycache__\__init__.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\text\__pycache__,26582
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\__pycache__\context.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\__pycache__,9411
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\__pycache__\functools.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\__pycache__,20268
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\__pycache__\__init__.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\jaraco\__pycache__,188
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\more_itertools\more.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\more_itertools,117959
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\more_itertools\recipes.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\more_itertools,16256
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\more_itertools\__init__.py,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\more_itertools,82
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\more_itertools\__pycache__,directory,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\more_itertools,173199
D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\more_itertools\__pycache__\more.cpython-311.pyc,file,D:\PycharmProjects\venv\Lib\site-packages\setuptools\_vendor\more_itertools\__pycache__,149168
